야영(캠핑)장명,야영(캠핑)장구분,위도,경도,소재지도로명주소,소재지지번주소,야영장전화번호,야영사이트수,부지면적,건축연면적,1일최대수용인원수,주차장면수,편의시설,안전시설,기타부대시설,이용시간,이용요금,관리기관전화번호,관리기관명,데이터기준일자,
함평나비마을서울캠핑장,자동차야영장,35.038584,126.488742,전라남도 함평군 함평읍 함장로 730,,061-324-6251,21,,,80,,전기시설+상하수도시설+샤워실,소화기,,,,061-320-1782,함평군청,2017-11-14,
석양마을주포,자동차야영장,35.092541,126.461444,전라남도 함평군 함평읍 주포로 403-6,,061-322-0922,20,,,80,,전기시설+상하수도시설+샤워실,소화기,,,,061-320-1782,함평군청,2017-11-14,
함평자연생태공원캠핑장,야영장,35.135738,126.502904,전라남도 함평군 대동면 학동로 1398-77,전라남도 함평군 대동면 운교리 500-1,061-320-2853,10,,,50,,전기시설+상하수도시설+샤워실,소화기,,,,061-320-1782,함평군청,2017-11-14,
패밀리팜,야영장,35.093755,126.476701,전라남도 함평군 함평읍 장년길 40,전라남도 함평군 함평읍 장년리 726,061-322-6012,30,,,100,,상하수도시설+샤워실,소화기+대피소,주차장,,,061-320-1782,함평군청,2017-11-14,
석문오토캠핑장,야영장,37.013842,128.876206,,경상북도 봉화군 춘양면 애당리 631,,25,3887,49,100,25,전기시설+상하수도시설+샤워실,소화기+대피공간,,,,054-679-6343,경상북도 봉화군청,2017-10-31,
베이스캠프,야영장,36.8711997,127.398176,충청북도 진천군 진천읍 백곡로 1140-4,충청북도 진천군 진천읍 건송리 638-2번지,,4,301,213.56,16,4,"화장실,샤워실",방송시설,,년중무휴,30000,043-539-3623,충청북도 진천군청,2017-11-21,
아빠캠핑가,야영장,36.8867457,127.360666,충청북도 진천군 백곡면 안구수길 34-28,충청북도 진천군 백곡면 구수리 16-2번지,,25,5970,324,120,10,"화장실,샤워실",방송시설,,년중무휴,30000,043-539-3623,충청북도 진천군청,2017-11-21,
힐사이드,야영장,36.8203234,127.432019,충청북도 진천군 문백면 태락3길 5-115,충청북도 진천군 문백면 태락리 144-10번지,,50,11709,98.56,200,15,"화장실,샤워실",방송시설,,년중무휴,30000,043-539-3623,충청북도 진천군청,2017-11-21,
덤바위,야영장,36.8001347,127.482441,충청북도 진천군 문백면 농다리로 615,충청북도 진천군 문백면 은탄리 141번지,,40,3436,145.57,160,10,"화장실,샤워실",방송시설,,년중무휴,30000,043-539-3623,충청북도 진천군청,2017-11-21,
초평밤나무,야영장,36.8163839,127.495061,충청북도 진천군 초평면 평화로 177,충청북도 진천군 초평면 화산리 875번지,,30,4250,120,120,10,"화장실,샤워실",방송시설,,년중무휴,30000,043-539-3623,충청북도 진천군청,2017-11-21,
충북대학교 천문대 천문 체험학교,자동차야영장,36.7816103,127.475167,충청북도 진천군 문백면 은진로 29,충청북도 진천군 문백면 은탄리 802-3번지,043-532-2341,18,2731,278,72,18,"화장실,샤워실",방송시설,,년중무휴,30000,043-539-3623,충청북도 진천군청,2017-11-21,
아빠의나무 야영장,야영장,36.723791,127.740045,충청북도 괴산군 청천면 괴산로부성1길 15-22,,,10,,,40,,화장실+샤워실+매점+개수대+전기시설,소화기,,1일,35000,,민간,2017-05-30,
청천화양동관광농원     초롱이 캠핑장,야영장,36.642435,127.885482,충청북도 괴산군 청천면 다보길 8,,043-833-4900,45,,,180,,화장실+샤워실+매점+개수대+전기시설,소화기,,1일,35000,043-833-4900,민간,2017-05-30,
쌍곡예당야영장,야영장,36.745981,127.902313,"충청북도 괴산군 칠성면 쌍곡로1길 111, 가동",,,8,,,30,,화장실+샤워실+매점+개수대+전기시설,소화기,,1일,45000,,민간,2017-05-30,
대학찰옥수수권역영농조합법인 팝콘야영장,야영장,36.871191,127.930726,충청북도 괴산군 장연면 충민로 1675,,043-832-7344,15,,,60,,화장실+샤워실+매점+개수대+전기시설,소화기,,1일,35000,043-832-7344,민간,2017-05-30,
송호관광지,야영장,36.1288543,127.6748078,충청북도 영동군 양산면 송호로 105,충청북도 영동군양산면 송호리 249-8,043-740-3227,200,284000,637.2,1000,250,개수대,"CCTV,경고표지판,방송장비 등","운동장, 족구장,흡연장",개장(4월~11월),"Site:10,000원,(입장료별도),주차무료",043-740-3225,영동군청,2017-01-25,
민주지산자연휴양림야영장,야영장,36.0531794,127.8243721,충청북도 영동군 용화면 휴양림길 60,충청북도 영동군 용화면 조동리 65,043-740-3437,40,1461419,250,200,110,개수대,"CCTV,안전휀스,소화장비1식",화장실,개장(3월~9월),"Site:5,000원, 주차료: 대형차5000원, 소형차3000원",043-740-3337,영동군청,2017-01-25,
맑은누리캠핑장,야영장,36.0623604,127.875191,충청북도 영동군 상촌면 물한계곡로 1212,충청북도 영동군 상촌면 물한리 1004,,20,2189,0,80,40,개수대,"CCTV,안전휀스, 소화장비1식, 잔불처리함 등",평상,개장(4월~11월),1박:30000원,043-740-3213,영동군청,2017-01-25,
달자캠핑장,야영장,36.088083,127.9040359,충청북도 영동군 상촌면 대해길 239-51,충청북도 영동군 상촌면 대해리 산75-5,,6,3080,164.5,30,10,개수대,"CCTV, 안전휀스, 소화시설1식",,개장(4월~10월),"1박:35000원,  2박65000원",043-740-3213,영동군청,2017-01-25,
달이머무는집,야영장,36.2327279,127.8893529,충청북도 영동군 황간면 월류봉길 57,충청북도 영동군 황간면 원촌리 124-5,,9,1887,209.3,50,,"개수대, 잔디구장 1개소","확성기1식, 소화장비 1식","화장실, 샤워실",개장(2월~11월),1박:40000원,043-740-3213,영동군청,2017-11-15,
핏들캠핑장,야영장,36.059204,127.8745615,충청북도 영동군 상촌면 물한계곡로 980,충청북도 영동군 상촌면 물한리 90-3,,24,3360,140.8,100,,매점,"CCTV, 확성기, 경고안내판, 소화장비 1식","화장실, 샤워실",개장(3월~11월),1박:30000원,043-740-3213,영동군청,2017-11-15,
리앤파크,야영장,36.2559493,127.860136,충청북도 영동군 황간면 구룡로 321,충청북도 영동군 황간면 용암리 642,,27,9691,,110,25,휴게실,"CCTV, 확성기, 경고안내판, 소화장비 1식","화장실, 샤워실,운동장, 체험시설",1년,"site 40,000원, 글램핑 140,000원",043-740-3213,영동군청,2017-01-25,
물한계곡 소나무펜션,야영장,36.062111,127.875054,충청북도 영동군 상촌면 물한6길 8-2,충청북도 영동군 상촌면 물한리 1011-2,,6,1990,30.6,24,6,개수대,"확성기, 경고안내판, 소화장비 1식","화장실, 샤워실",1년,1박:30000원,043-740-3213,영동군청,2017-11-15,
백운산 자연휴양림 야영장,야영장,35.0520500,127.5963624,전라남도 광양시 옥룡면 백계로 337,전라남도 광양시 옥룡면 추산리 산114번,061-797-2655,76,10363,66,200,70,상하수도시설+화장실+취사시설,소화기+방송장비+안전게시물+대피공간+관리요원,관리동+위생편의시설,당일12:00~다음날12:00,비수기:4000원+성수기:7000원,061-797-3912,광양시청,2017-11-07,
느랭이골 자연휴양림 일반야영장,야영장,35.0620728,127.7030112,전라남도 광양시 다압면 신원리 산125,전라남도 광양시 다압면 신원리 산125,061-772-8611,39,6144,365,100,200,상하수도시설+화장실+취사시설,소화기+방송장비+안전게시물+대피공간+관리요원,관리동+위생편의시설,당일15:00~다음날11:00,글램핑 비수기 평일:300000원+주말:350000원성수기평일:350000원+주말:400000원,061-772-8611,느랭이골자연휴양림,2017-11-07,
백운산수련관 야영장,야영장,35.0693957,127.6293288,전라남도 광양시 옥룡면 약수제단길 154,전라남도 광양시 옥룡면 동곡리 4-6,061-790-4929,32,14168,280,200,60,상하수도시설+전기시설+화장실+샤워실+취사시설,소화기+방송장비+안전게시물+대피공간+관리요원,관리동+위생편의시설,매년 7월20일~8월25일,매년 7월20일~8월25일,061-790-4929,㈜포스코,2017-11-07,
백운산 자연휴양림 자동차야영장,자동차야영장,35.0520500,127.5963624,전라남도 광양시 옥룡면 백계로 337,전라남도 광양시 옥룡면 추산리 산114번,061-797-2655,27,9028,0,108,27,상하수도시설+화장실+취사시설,소화기+방송장비+안전게시물+대피공간+관리요원,카라반3대+리사이클하우스+평상3개+피크닉테이블3개,당일12:00~다음날12:00,카라반 비수기:100000원+성수기:120000원캠핑카사이트 비수기:30000원+성수기:50000원,061-797-3912,광양시청,2017-11-07,
봉강 하조 오토캠핑장,자동차야영장,35.0761601,127.5603975,전라남도 광양시 봉강면 성불로 1097,전라남도 광양시 봉강면 조령리 676-4,061-762-5566,35,5002,0,200,35,상하수도시설+전기시설+화장실+샤워실,소화기+방송장비+안전게시물+관리요원,관리동+위생편의시설,당일13:00~다음날12:00,비수기:30000원+성수기:50000원,061-762-5566,봉강하조오토캠핑장,2017-11-07,
캠프아이엔지,자동차야영장,35.969260,129.252694,경상북도 경주시 강동면 호명큰골길 47,,,28,5253,260,100,,화장실 등,소화기 등,,,,054-779-6084,경상북도 경주시청,2017-05-22,
경주초우오토캠핑장,자동차야영장,35.809051,129.256554,,경상북도 경주시 동방동 309-10,,41,5484,494,150,,화장실 등,소화기 등,,,,054-779-6084,경상북도 경주시청,2017-05-22,
괴강국민여가캠핑장,자동차야영장,36.808453,127.822891,충청북도 괴산군 괴산읍 충민로 검승3길 41,,043-833-2904,57,,,230,,화장실+샤워실+개수대+전기시설+매점+체육시설,소화기,,1일,25000,043-833-2904,공공,2017-05-30,
하늘사랑야영장,야영장,36.694825,127.804254,충청북도 괴산군 청천면 후영리 196-1,,043-832-8503,45,,,180,,화장실+샤워실+개수대+전기시설+매점+체육시설,소화기,,1일,30000,,민간,2017-05-30,
물소리풍경,야영장,36.736266,127.908701,충청북도 괴산군 칠성면 쌍곡로 351,,,20,,,80,,화장실+샤워실+매점+개수대+전기시설,소화기,,1일,30000,,민간,2017-05-30,
모래재캠핑장,야영장,36.811941,127.665938,충청북도 괴산군 사리면 모래재로 483-14,,043-838-7780,15,,,60,,화장실+샤워실+매점+개수대+전기시설,소화기,,1일,30000,043-838-7780,민간,2017-05-30,
글램핑스테이션,야영장,36.799159,127.824165,충청북도 괴산군 칠성면 괴강로 354-14,,043-834-8877,22,,,80,,화장실+샤워실+매점+개수대+전기시설,소화기,,1일,99000,043-834-8877,민간,2017-05-30,
강변오토캠핑장,야영장,36.820751,127.841704,충청북도 괴산군 괴산읍 충민로 317,,,30,,,100,,화장실+샤워실+매점+개수대+전기시설,소화기,,1일,20000,,민간,2017-05-30,
써니밸리오토캠핑장,야영장,36.680387,127.801651,충청북도 괴산군 청천면 화양로 715,,,77,,,300,,화장실+샤워실+매점+전기시설+개수대,소화기,,1일,30000,,민간,2017-05-30,
청천수목원야영장,야영장,36.671709,127.781058,충청북도 괴산군 청천면 도원1길 68,,043-832-7893,40,,,160,,화장실+샤워실+매점+전기시설+개수대,소화기,,1일,30000,043-832-7893,민간,2017-05-30,
도레미캠핑장,야영장,36.857594,127.820299,충청북도 괴산군 불정면 세평리 214,,043-834-0009,80,,,300,,화장실+샤워실+전기시설+개수대,소화기,,1일,35000,043-834-0009,민간,2017-05-30,
화양원탑캠핑장,야영장,36.680712,127.814025,충청북도 괴산군 청천면 화양로 834-9,,043-832-4114,30,,,120,,화장실+샤워실+전기시설+개수대+매점,소화기,,1일,30000,043-832-4114,민간,2017-05-30,
괴강국민여가캠팽장,자동차야영장,36.806863,127.825575,충청북도 괴산군 괴산읍 충민로 검승3길 10번지,충청북도 괴산군 괴산읍 검승리 623,043-833-2904,57,16885,619.29,200,47,매점+샤워실+음수대,소화전+소화기,어린이놀이시설,14:00~12:00,25000,043-830-2682,괴산군 시설사업소,2017-05-30,
청송사과테마파크캠핑장,자동차야영장,36.3891122,129.0837818,경상북도 청송군 청송읍 주왕산로 222,경상북도 청송군 청송읍 송생리 784-107번지,02-1600-3183,140,68803,266.55,600,0,관리실+샤워장+화장실+취사장+개수대+전기시설+매점,소화기+CCTV+방송시설+잔불처리시설,바닥분수+잔디광장+야외무대,지정일 13:00~ 일 12:00,"싸이트 : 32,000 ~ 42,000+카라반 : 110,000 ` 165,000",054-870-6069,경상북도 청송군청 관광개발담당,2017-10-30,
꾸러기캠핑장,야영장,35.115462,128.181992,경상남도 진주시 금곡면 검암길 31 (금곡초등학교),경상남도 진주시 금곡면 동례리 886번지,055-754-2187,34,11994,948.81,4,40,화장실+샤워장+개수대,대피소+소화기,숯+잔불 처리시설,00:00~24:00,30000,055-749-8598,진주시청,2017-11-06,
도토리캠프,야영장,35.276534,128.038875,경상남도 진주시 명석면 광제산로 737,경상남도 진주시 명석면 계원리 174-1번지,055-749-8598,36,10974,700.1,4,45,화장실+샤워장+개수대,대피소+소화기,숯+잔불 처리시설+실내축구장+도서관+체험실+매점,00:00~24:00,33000,055-749-8598,진주시청,2017-11-06,
생각나무자연학교,야영장,35.291549,128.130137,경상남도 진주시 미천면 어옥로 3,경상남도 진주시 미천면 오방리 141-4번지,055-794-1288,39,12913,427,4,50,화장실+샤워장+개수대,대피소+소화기,숯+잔불 처리시설+수영장시설(이동식)+체험실+매점+키즈방+도서관,00:00~24:00,30000,055-749-8598,진주시청,2017-11-06,
침벽캠핑장,야영장,36.628317,129.090240,경상북도 영양군 영양읍 영양로 1154-35,경상북도 영양군 영양읍 감천리 686번지,,10,660,72,100,,상하수도+화장실+취사시설+샤워실,소화기+방송장비,,,,054-680-6413,경상북도 영양군청,2017-11-09,
국립검마산자연휴양림,야영장,36.748127,129.237210,경상북도 영양군 수비면 검마산길 191,경상북도 영양군 수비면 신원리 산26번지,054-682-9009,30,1809,142,300,,상하수도+화장실+취사시설+샤워실,소화기+방송장비,,,,054-682-9009,국립자연휴양림관리소 남부지역팀 검마산자연휴양림,2017-11-09,
수비별빛캠핑장,야영장,36.779872,129.272448,경상북도 영양군 수비면 본신로 213,경상북도 영양군 수비면 수하리 653번지,,6,1000,88.32,60,,상하수도+화장실+취사시설+샤워실,소화기+방송장비,,,,054-680-6413,경상북도 영양군청,2017-11-09,
영양청소년수련원 야영장,야영장,36.837579,129.269833,경상북도 영양군 수비면 반딧불이로 227,경상북도 영양군 수비면 수하리 240,054-680-5321,20,5720,25,200,44,"샤워실, 화장실, 급수대",해당없음,해당없음,성수기 한시적 운영,"성인 4000, 청소년 2000",054-680-5321,영양군자연생태공원수련원,2017-11-09,
신전권역 야영장,야영장,35.3815447,128.1761807,경상남도 의령군 대의면 모의로 662-24,경상남도 의령군 대의면 신전리 278,055-574-1109,10,10154,996.47,60,10,"상하수도시설, 전기시설, 화장실, 샤워실, 취사장","소화기, 확성기, 방송장비","물놀이시설, 씨름장",지정일11:00~익일14:00,"1사이트당 30,000원(1박) / 50,000원(2박)",055-574-1109,의령군,2017-10-31,
